id,name,brewery_type,street,city,state,postal_code,website_url,phone,created_at,updated_at,country,Longitude,Latitude,tags
zymurgy-brew-works,Zymurgy Brew Works,micro,22755 Hawthorne Blvd,Torrance,California,90505-3613,http://www.zymurgybrewworks.com,3106502474,33:03.2,05:10.4,United States,-118.3524672,33.8635371,
brewery-in-planning-appleton,Brewery in Planning - Appleton,planning,,Hawthorne,California,90250-6602,,3102089613,32:53.0,26:00.1,United States,-118.34816,33.911454,
lincoln-beer-company,Lincoln Beer Company,micro,3083 N Lima St,Burbank,California,91504-2013,http://www.lincolnbeercompany.com,8186874206,32:57.8,59:00.8,United States,-118.3466206,34.20605273,
6th-and-la-brea,6th and La Brea,brewpub,600 South La Brea Ave,Los Angeles,California,90036,http://www.6thlabrea.com,,32:51.3,23:54.3,United States,-118.3440213,34.0730485,
scholb-premium-ales,Scholb Premium Ales,micro,2964 Columbia St,Torrance,California,90503-3806,http://www.drinkscholb.com,4243507303,33:00.6,02:13.9,United States,-118.339288,33.8431475,
absolution-brewing-co,Absolution Brewing Co,micro,2878 Columbia St,Torrance,California,90503-3808,http://www.absolutionbrewingcompany.com,3104904860,32:51.3,24:01.3,United States,-118.3378601,33.8431391,
mill-creek-brewpub,Mill Creek Brewpub,brewpub,11 S Palouse St,Walla Walla,Washington,99362-1925,http://www.millcreek-brewpub.com,5095222440,34:31.3,36:59.0,United States,-118.3349272,46.06927939,
brewery-at-simmzys-burbank,Brewery At Simmzys Burbank,brewpub,3000 W Olive Ave,Burbank,California,91505-4537,http://www.Simmzys.com,8189622500,32:53.0,25:58.7,United States,-118.3336262,34.1572656,
common-space-brewery,Common Space Brewery,micro,3411 W El Segundo Blvd,Hawthorne,California,90250-4816,http://www.commonspace.la,3106662825,32:54.0,26:54.6,United States,-118.3328574,33.91653119,
los-angeles-ale-works,Los Angeles Ale Works,micro,12918 Cerise Ave,Hawthorne,California,90250-5521,http://www.laaleworks.com,4244564191,32:57.9,59:10.1,United States,-118.3322768,33.9149155,
the-stalking-horse,The Stalking Horse,brewpub,10543 West Pico Blvd,Los Angeles,California,90064,http://www.thestalkinghorsepub.com,4248327511,33:02.1,03:57.6,United States,-118.3273271,34.0478786,
henson-brewing,Henson Brewing,micro,,Burbank,California,91504,http://www.facebook.com/HensonBrewing/,,32:56.4,29:20.0,United States,-118.3258554,34.1816482,
catalina-island-brew-house,Catalina Island Brew House,micro,417 Crescent Ave,Avalon,California,90704,http://www.catalinaislandbrewhouse.com,3105906905,32:53.6,26:31.3,United States,-118.3256345,33.3434987,
strand-brewing-co,Strand Brewing Co,micro,2201 Dominguez St,Torrance,California,90501-1418,http://www.strandbrewing.com,3105170900,33:01.5,03:17.2,United States,-118.3240401,33.8414814,
burnin-daylight-brewing-company,Burnin Daylight Brewing Company,planning,,Lomita,California,90717,,3107417621,32:53.5,26:21.1,United States,-118.3195014,33.8036545,
smog-city-brewing-wood-cellar,Smog City Brewing Wood Cellar,micro,1879 Del Amo Blvd,Torrance,California,90501,http://www.smogcitybrewing.com,3103207664,33:00.9,02:37.1,United States,-118.3180205,33.8467722,
yorkshire-square-brewing-co,Yorkshire Square Brewing Co.,micro,1109 Van Ness Ave,Torrance,California,90501-2236,http://www.yorkshiresquarebrewery.com,4243765115,33:03.1,05:08.4,United States,-118.3163507,33.83720085,
red-car-brewery-and-restaurant,Red Car Brewery and Restaurant,brewpub,1266 Sartori Ave,Torrance,California,90501-2717,http://www.redcarbrewery.com,3107820222,32:59.8,01:18.8,United States,-118.3161274,33.83534411,
cosmic-brewery,Cosmic Brewery,micro,20316 Gramercy Pl,Torrance,California,90501-1511,http://www.cosmicbrewery.com,4242592337,32:54.1,27:02.1,United States,-118.3131167,33.84500094,
dudes-brewing-co,Dudes' Brewing Co,micro,1840 W 208th St,Torrance,California,90501-1807,http://www.thedudesbrew.com,4242712915,32:54.7,27:39.9,United States,-118.3115036,33.8417185,
verdugo-west-brewing-company,Verdugo West Brewing Company,micro,156 W Verdugo Ave,Burbank,California,91502-2132,http://www.verdugowestbrewing.com,8188415040,33:02.8,04:46.2,United States,-118.3103682,34.17375015,
monkish-brewing-co,Monkish Brewing Co,micro,20311 S Western Ave,Torrance,California,90501-1504,http://www.monkishbrewing.com,3102952157,32:58.4,59:41.9,United States,-118.3101863,33.8465751,
gordon-biersch-brewery-restaurant-burbank,Gordon Biersch Brewery Restaurant - Burbank,brewpub,145 S San Fernando Blvd,Burbank,California,91502-1322,http://www.gordonbiersch.com/restaurant,8185695240,32:55.9,28:54.2,United States,-118.3083397,34.18041759,
brewyard-beer-company-llc,Brewyard Beer Company LLC,micro,906 Western Ave,Glendale,California,91201,http://www.brewyardbeercompany.com,8184099448,32:53.3,26:13.5,United States,-118.3018112,34.159644,
san-pedro-brewing-co,San Pedro Brewing Co,brewpub,331 W 6th St,San Pedro,California,90731-3317,http://www.sanpedrobrewing.com,3108315663,33:00.5,02:01.7,United States,-118.2842712,33.7386421,
quirk-brewing,Quirk Brewing,micro,425 B St,Walla Walla,Washington,99362-2265,,,34:32.2,38:15.9,United States,-118.2755318,46.0913886,
burwood-brewing-company,Burwood Brewing Company,micro,1120 E St,Walla Walla,Washington,99362-9505,http://www.burwoodbrewing.com,5098766220,34:28.8,33:18.9,United States,-118.2653286,46.0940928,
karl-strauss-brewing-co-downtown-los-angeles,Karl Strauss Brewing Co - Downtown Los Angeles,brewpub,600 Wilshire Blvd Ste 100,Los Angeles,California,90017-3212,,2132282739,32:57.3,58:22.9,United States,-118.256154,34.047978,
frogtown-brewery,Frogtown Brewery,micro,2931 Gilroy St,Los Angeles,California,90039-2817,http://www.frogtownbrewery.com,3234522739,32:55.7,28:41.3,United States,-118.2515209,34.10656552,
can-of-worms-brewing,Can Of Worms Brewing,planning,,Glendale,California,91214-1713,http://www.canofwormsbrewing.com,8187975520,32:53.5,26:26.9,United States,-118.2462486,34.192912,
oak-grove-brewing-company,Oak Grove Brewing Company,planning,,Glendale,California,91208-1836,http://Www.oakgrovebrewingcompany.com,8183199577,32:58.8,00:11.3,United States,-118.2462486,34.192912,
eagle-rock-brewery,Eagle Rock Brewery,micro,3056 Roswell St,Los Angeles,California,90065-2214,http://www.eaglerockbrewery.com,3232577866,32:54.8,27:47.9,United States,-118.2440377,34.11473143,
brewery-in-planning-los-angeles,Brewery in Planning - Los Angeles,planning,,Los Angeles,California,90049-1620,,3107796045,32:53.1,26:04.3,United States,-118.2427669,34.0536834,
lawless-brewing,Lawless Brewing,planning,,Los Angeles,California,90068-1436,http://www.lawlessbeer.com,8184567345,32:57.7,58:52.3,United States,-118.2427669,34.0536834,
mumford-brewing-company,Mumford Brewing Company,micro,416 Boyd St,Los Angeles,California,90013-1631,http://www.mumfordbrewing.com,6263759353,32:58.6,59:54.1,United States,-118.2425998,34.0464181,
ohana-brewing-co,Ohana Brewing Co,micro,1756 E 23rd St,Los Angeles,California,90058-1012,http://www.ohanabrew.com,6262822337,32:59.0,00:23.5,United States,-118.2415609,34.01575629,
angel-city-brewery,Angel City Brewery,micro,216 S Alameda St,Los Angeles,California,90012-4201,http://www.angelcitybrewery.com,2136221261,32:51.7,24:27.1,United States,-118.237715,34.04627065,
iron-triangle-brewing-company,Iron Triangle Brewing Company,micro,1581 Industrial St,Los Angeles,California,90021-1217,http://www.irontrianglebrewing.com,3109905702,32:57.0,29:59.7,United States,-118.2373618,34.03612189,
arts-district-brewing-company,Arts District Brewing Company,brewpub,828 Traction Ave,Los Angeles,California,90013-1816,,,32:51.9,24:39.8,United States,-118.2357029,34.04505443,
highland-park-brewery,Highland Park Brewery,brewpub,1229 N Spring St,Los Angeles,California,90012,,3237396459,32:56.5,29:24.4,United States,-118.2339922,34.06593582,
boomtown-brewery,Boomtown Brewery,micro,700 Jackson St,Los Angeles,California,90012-3443,http://www.boomtownbrew.com,2136178497,32:52.8,25:44.2,United States,-118.233179,34.0507711,
dry-river-brewing,Dry River Brewing,micro,671 S Anderson St,Los Angeles,California,90023-1110,http://www.dryriverbrewing.com,2133755235,32:54.6,27:38.0,United States,-118.2233015,34.03638739,
wiretap-brewing-corporation,Wiretap Brewing Corporation,micro,341B South Avenue 17,Los Angeles,California,90031,http://www.wiretapbrewing.com,,33:03.0,04:57.3,United States,-118.2220376,34.06852346,
long-beach-beer-lab,Long Beach Beer Lab,micro,518 W Willow St,Long Beach,California,90806-2831,http://www.lbbeer.com,5623413659,32:57.9,59:07.4,United States,-118.2156232,33.8044209,
rock-bottom-brewery-long-beach,Rock Bottom Brewery - Long Beach,brewpub,1 Pine Ave,Long Beach,California,90802-4759,http://www.rockbottom.com,5623082255,33:00.1,01:38.2,United States,-118.192482,33.767797,
beachwood-blendery,Beachwood Blendery,micro,247 Long Beach Blvd,Long Beach,California,90802-3136,http://beachwoodbbq.com/blendery.html,,32:52.3,25:07.3,United States,-118.1894715,33.77015096,
dutchs-brewhouse,Dutch's BrewHouse,brewpub,4244 Atlantic Ave,Long Beach,California,90807-2802,http://dutchsbrewhouse.com,5623361326,32:54.8,27:45.4,United States,-118.1859647,33.8781951,
liberation-brewing,Liberation Brewing,micro,3630 Atlantic Ave,Long Beach,California,90807,http://www.liberationbrewing.com,5623490133,32:57.8,58:58.8,United States,-118.1859647,33.8781951,
highland-park-brewery,Highland Park Brewery,micro,5125 York Blvd,Los Angeles,California,90042,http://www.hpb.la,4255011255,32:56.5,29:23.6,United States,-118.1807106,34.1141508,
ten-mile-brewing,Ten Mile Brewing,micro,1136 E Willow St,Signal Hill,California,90755-3433,http://www.tenmilebrewing.com,5626121255,33:01.9,03:44.7,United States,-118.1806752,33.8043697,
craftsman-brewing-co,Craftsman Brewing Co,micro,1260 Lincoln Ave Ste 100,Pasadena,California,91103-2465,http://www.craftsmanbrewing.com,6262962537,32:54.2,27:07.2,United States,-118.1595567,34.1674435,
ambitious-ales,Ambitious Ales,planning,,Long Beach,California,90807-2907,http://www.ambitiousales.com,7142962550,32:51.6,24:20.0,United States,-118.1580493,33.78538945,
laht-neppur-brewing,Laht Neppur Brewing,brewpub,444 Preston Ave,Waitsburg,Washington,99361-0738,http://lahtneppur.com,5093376261,34:30.7,36:10.9,United States,-118.148767,46.270046,
belmont-brewing-co,Belmont Brewing Co,brewpub,25 39th Pl,Long Beach,California,90803-2806,http://www.belmontbrewing.com,5624333891,32:52.4,25:15.8,United States,-118.1480454,33.759551,
bravery-brewing,Bravery Brewing,micro,42705 8th St W,Lancaster,California,93534-7184,http://www.braverybrewing.com,6619514677,32:52.9,25:51.2,United States,-118.1456072,34.6582797,
cerveceria-del-pueblo,Cerveceria Del Pueblo,planning,,Pasadena,California,91105-1822,,,32:53.7,26:37.0,United States,-118.1444779,34.1476452,
first-water-brewing-company,First Water Brewing Company,planning,,Pasadena,California,91106-1420,http://firstwaterbrewing.com,,32:55.5,28:29.5,United States,-118.1444779,34.1476452,
kinetic-brewing-company,Kinetic Brewing Company,brewpub,735 W Lancaster Blvd,Lancaster,California,93534-3118,http://www.kineticbrewing.com,6619422337,32:57.4,58:31.0,United States,-118.1433223,34.6978404,
steady-brewing,Steady Brewing,micro,2936 Clark Ave,Long Beach,California,90815,http://Www.steadybrewing.com,5623516793,33:01.4,03:08.0,United States,-118.133923,33.825078,
ballast-point-brewing-company,Ballast Point Brewing Company,large,110 N Marina Dr,Long Beach,California,90803-4601,http://www.ballastpoint.com,8586952739,32:52.0,24:49.4,United States,-118.114751,33.7464176,
angry-horse-brewing,Angry Horse Brewing,micro,603 W Whittier Blvd,Montebello,California,90640-5235,http://angryhorsebrewing.com,3235300015,32:51.7,24:28.1,United States,-118.1003743,34.0084152,
ogopogo-brewing,Ogopogo Brewing,micro,864 Commercial Ave,San Gabriel,California,91776,http://www.ogopogobrewco.com,,32:59.0,00:22.5,United States,-118.0891476,34.096219,
dr-jekylls-craft-beer,Dr Jekyll's Craft Beer,contract,825 Cambridge Ct,Pasadena,California,91107-1977,http://www.drjekylls.com,3102738339,32:54.6,27:33.0,United States,-118.0798642,34.16059077,
northern-ales,Northern Ales,brewpub,325 W 3rd Ave,Kettle Falls,Washington,99141-0993,http://northernales.com,,34:31.6,37:27.0,United States,-118.0651843,48.60979793,
progress-brewing,Progress Brewing,micro,1822 Chico Ave,South El Monte,California,91733-2944,http://progress-brewing.com,6265529603,32:59.7,01:11.2,United States,-118.0598847,34.04935718,
la-bodega-brewing-co,LA Bodega Brewing Co,planning,,Whittier,California,90603-1207,http://LABODEGABREWINGCO.COM,,32:57.5,58:38.5,United States,-118.0336975,33.9748932,
mt-lowe-brewing-company,Mt Lowe Brewing Company,micro,150 E Saint Joseph St,Arcadia,California,91006-2851,http://www.mtlowebrewing.com,6262447593,32:58.6,59:53.2,United States,-118.0268254,34.14332231,
draughtsman-brewery,Draughtsman Brewery,planning,,La Mirada,California,90638-3454,,,32:54.6,27:35.4,United States,-118.0107092,33.9060971,
hop-secret-brewing-co,Hop Secret Brewing Co,micro,162 W Pomona Ave,Monrovia,California,91016-4558,http://www.hopsecretbrewing.com,,32:56.6,29:33.0,United States,-118.001973,34.134155,
pacific-plate-brewing-co,Pacific Plate Brewing Co,micro,1999 S Myrtle Ave,Monrovia,California,91016-4854,http://www.pacificplatebrewing.com,6262398456,32:59.3,00:40.6,United States,-118.0010497,34.1492456,
riip-beer-company,Riip Beer Company,micro,17216 Pacific Coast Hwy,Huntington Beach,California,92649-4116,http://www.riipbeer.com,7142486710,32:59.9,01:28.6,United States,-117.9872302,33.6480028,
chief-springs-fire-and-irons-brew-pub,Chief Spring's Fire and Irons Brew Pub,brewpub,148 E Main St,Dayton,Washington,99328-1351,http://www.fireandironsbrewpub.com,5093824677,34:28.9,33:28.6,United States,-117.9811345,46.3192285,
brewjeria-company,Brewjeria Company,planning,,Hacienda Heights,California,91745-1620,http://www.brewjeriacompany.com,,32:53.3,26:10.8,United States,-117.9686755,33.9930677,
black-magic-brewing,Black Magic Brewing,planning,,Fountain Valley,California,92708-6431,,,32:52.7,25:33.5,United States,-117.9627349,33.7038145,
bootleggers-brewery,Bootleggers Brewery,micro,130 S Highland Ave,Fullerton,California,92832-1803,,7148712337,32:52.8,25:46.0,United States,-117.928591,33.87004,
anaheim-brewery,Anaheim Brewery,micro,336 S Anaheim Blvd,Anaheim,California,92805-3830,http://www.anaheimbrew.com,7147801888,32:51.7,24:24.7,United States,-117.9125249,33.8328226,
ballast-point-brewing-company,Ballast Point Brewing Company,planning,,Anaheim,California,92802-2294,,,32:52.1,24:50.6,United States,-117.911732,33.8347516,
brewheim-brewing-company,Brewheim Brewing Company,planning,,Anaheim,California,92806,http://www.brewheim.com,,32:53.3,26:10.4,United States,-117.911732,33.8347516,
h2ops-llc,H2OPS LLC,planning,,Anaheim,California,92808-1225,http://www.h2ops.com,7143924414,32:56.1,29:06.2,United States,-117.911732,33.8347516,
bootleggers-brewery,Bootleggers Brewery,micro,1100 E Truslow Ave,Fullerton,California,92831-4626,http://www.bootleggersbrewery.com,7148712337,32:52.8,25:45.1,United States,-117.9080095,33.86741253,
fired-up-brewing,Fired Up Brewing,brewpub,1235 S Main St,Colville,Washington,99114-9504,http://www.facebook.com/firedupbrewing,5096843328,34:29.7,34:39.9,United States,-117.9057561,48.540198,
taps-fish-house-and-brewery-brea,TAPS Fish House and Brewery - Brea,brewpub,101 E Imperial Hwy,Brea,California,92821-4924,http://www.tapsbrea.com,7142570101,33:01.8,03:37.6,United States,-117.9018387,33.9171643,
legends-craft-brewery,Legends Craft Brewery,micro,1301 S Lewis St,Anaheim,California,92805-6431,http://www.legendsbeer.com,8883270202,32:57.7,58:56.4,United States,-117.8980621,33.81628085,
back-street-brewery-and-tasting-room,Back Street Brewery & Tasting Room,micro,1884 S Santa Cruz St,Anaheim,California,92805-6726,http://www.backstreetbrew.com,6572364050,32:52.0,24:45.7,United States,-117.8960894,33.79983678,
bjs-restaurant-and-brewery-west-covina,BJs Restaurant & Brewery - West Covina,brewpub,2917 E Eastland Ctr Dr,West Covina,California,91791-1603,http://www.bjsrestaurants.com,6268580054,32:52.6,25:29.5,United States,-117.8867988,34.07298952,
bjs-restaurant-and-brewery-brea,BJs Restaurant & Brewery - Brea,brewpub,600 Brea Mall Dr,Brea,California,92821-5764,http://www.bjsrestaurants.com,7149902095,32:52.6,25:28.6,United States,-117.8863245,33.9152037,
offshoot-beer-co,Offshoot Beer Co.,micro,737 Dunn Way,Placentia,California,92870,http://www.offshootbeer.com,7149966258,32:58.9,00:18.6,United States,-117.880182,33.86112597,
bruery-the,"Bruery, The",micro,717 Dunn Way,Placentia,California,92870-6806,http://www.thebruery.com,7149966258,32:53.4,26:18.8,United States,-117.8791616,33.8623093,
alosta-brewing-co,Alosta Brewing Co,micro,692 Arrow Grand Cir,Covina,California,91722-2122,http://www.alostabrewing.com,9094558707,32:51.5,24:12.6,United States,-117.8781466,34.10365026,
jt-schmids-restaurant-and-brewery,JT Schmids Restaurant & Brewery,brewpub,2610 E Katella Ave,Anaheim,California,92806-5903,http://www.jtschmids.com,7146349200,32:57.1,58:11.3,United States,-117.8770639,33.8056683,
old-290-brewery,Old 290 Brewery,planning,,Santa Ana,California,92704-7463,,7145464255,32:59.0,00:25.7,United States,-117.8732213,33.7494951,
berts-brewing-co,Berts Brewing Co.,planning,,Orange,California,92867-6942,,2069139711,32:52.5,25:19.1,United States,-117.8704931,33.7500378,
the-good-beer-company-inc,"The Good Beer Company, Inc.",micro,309 W 4th St,Santa Ana,California,92701-4502,http://www.thegoodbeerco.com,7147142988,33:02.1,03:53.8,United States,-117.8699581,33.74807823,
phantom-ales,Phantom Ales,brewpub,1211 N Las Brisas St,Anaheim,California,92806-1823,http://www.phantomales.com,7146309463,32:59.4,00:51.2,United States,-117.8667466,33.8540325,
black-cock-brewing-company,Black Cock Brewing Company,micro,1444 N Batavia St,Orange,California,92867-3505,,7147448410,32:52.6,25:30.4,United States,-117.8620026,33.8274902,
bottle-logic-brewing,Bottle Logic Brewing,micro,1072 N Armando St,Anaheim,California,92806-2605,http://www.bottlelogic.com,714660,32:52.9,25:50.1,United States,-117.8597226,33.8495705,
chapman-crafted-beer,Chapman Crafted Beer,micro,123 N Cypress St,Orange,California,92866-1309,http://www.chapmancrafted.beer,8448552337,32:53.7,26:39.2,United States,-117.856454,33.788493,
evans-brewing-co-/-bayhawk-ales,Evans Brewing Co / Bayhawk Ales,micro,2000 Main St,Irvine,California,92614-7202,http://www.evansbrewco.com,7147080082,32:55.2,28:08.3,United States,-117.8559667,33.68560798,
deans-brothers-brewing-co,Deans Brothers Brewing Co.,micro,1006 S Hathaway St,Santa Ana,California,92705-4129,http://www.deansbros.com,7145422001,32:54.3,27:14.1,United States,-117.853182,33.7353305,
network-brewery,Network Brewery,micro,1824 Carnegie Ave,Santa Ana,California,92705-5503,http://www.networkbrewery.com,6578598004,32:58.6,59:58.1,United States,-117.845559,33.7119033,
bruery-terreux,Bruery Terreux,micro,1174 N Grove St,Anaheim,California,92806-2129,http://www.thebruery.com,7149966258,32:53.4,26:18.0,United States,-117.8418759,33.85793692,
barley-browns-brewpub,Barley Browns Brewpub,micro,2190 Main St,Baker City,Oregon,97814-2655,http://www.barleybrowns.com,5415234266,34:04.8,45:53.7,United States,-117.8294962,44.7787802,
baker-city-brewing-co,Baker City Brewing Co,micro,2200 Main Street,Baker City,Oregon,97814,http://www.barleybrowns.com,5415232337,34:04.7,45:52.8,United States,-117.8293471,44.77928865,
clayton-brewing-co,Clayton Brewing Co,contract,661 W Arrow Hwy,San Dimas,California,91773-2936,http://www.claytonbrewingco.com,9093944900,32:53.9,26:49.0,United States,-117.826752,34.1066017,
taps-brewery-and-barrel-room,TAPS Brewery and Barrel Room,planning,,Tustin,California,92780-7302,,,33:01.8,03:36.6,United States,-117.826166,33.7458511,
the-blue-poppy-brewery,The Blue Poppy Brewery,planning,,Yorba Linda,California,92886-7300,,,33:02.0,03:47.8,United States,-117.8249705,33.8901096,
archaic-craft-brewery-at-centro,Archaic Craft Brewery At Centro,brewpub,140 E Main St,Tustin,California,92780-4408,,7142588817,32:51.8,24:32.0,United States,-117.823173,33.7419754,
stereo-brewing-co,Stereo Brewing Co,micro,950 S Via Rodeo,Placentia,California,92870-6775,http://www.stereobrewing.com,7149933390,33:01.4,03:11.6,United States,-117.8200802,33.86330957,
feathered-serpent-brewery,Feathered Serpent Brewery,planning,,San Dimas,California,91773-1477,,3237079238,32:55.3,28:16.4,United States,-117.8067257,34.1066756,
laguna-beach-brewery-and-grille,Laguna Beach Brewery and Grille,brewpub,237 Ocean Ave,Laguna Beach,California,92651-2106,http://www.lagunabeachbrewery.net,9494973381,32:57.6,58:43.8,United States,-117.7835382,33.5427913,
left-coast-brewing-co-tasting-room-smokehouse-distillery,Left Coast Brewing Co. Tasting Room Smokehouse Distillery,brewpub,6652 Irvine Center Dr,Irvine,California,92618,,9493619972,32:57.7,58:54.6,United States,-117.7640733,33.66814585,
old-stump-brewery,Old Stump Brewery,micro,2896 Metropolitan Pl,Pomona,California,91767-1854,http://www.oldstumpbrewery.com,9098609052,32:59.1,00:31.9,United States,-117.7541465,34.09763808,
brewery-in-planning-claremont,Brewery in Planning - Claremont,planning,,Claremont,California,91711,,,32:53.1,26:01.5,United States,-117.7197785,34.0966764,
brewery-in-planning-claremont,Brewery In Planning - Claremont,planning,,Claremont,California,91711-1764,,,32:53.1,26:02.0,United States,-117.7197785,34.0966764,
quartzite-brewing-company,Quartzite Brewing Company,micro,105 W Main Ave,Chewelah,Washington,99109-9257,,5099363686,34:32.2,38:14.4,United States,-117.71646,48.27618,
brewery-in-planning-montclair,Brewery in Planning - Montclair,planning,,Montclair,California,91763-1589,,,32:53.2,26:05.1,United States,-117.6897776,34.0775104,
cebula-craft-brewing-llc-dba-gamecraft-brewing,Cebula Craft Brewing LLC dba GameCraft Brewing,planning,,Laguna Hills,California,92653-1589,http://www.gamecraftbrewing.com,9497340910,32:53.6,26:32.6,United States,-117.6882067,33.5948758,
dragons-tale-brewery,Dragon's Tale Brewery,micro,8920 Vernon Ave Ste 122,Montclair,California,91763-1662,http://www.dragonstalebrewery.com,9095292688,32:54.6,27:34.0,United States,-117.686437,34.09189898,
rescue-brewing-co,Rescue Brewing Co,micro,167 N 2nd Ave,Upland,California,91786-6019,http://www.rescuebrewingco.com,9095362739,32:59.9,01:24.4,United States,-117.6485203,34.09582106,
strum-brewing-company,Strum Brewing Company,micro,235 S Campus Ave,Ontario,California,91761-1736,http://www.strumbrewing.com,9096786935,33:01.5,03:19.5,United States,-117.6412505,34.06156086,
pizza-port-san-clemente,Pizza Port San Clemente,brewpub,301 N El Camino Real,San Clemente,California,92672-4716,http://www.pizzaport.com,9499400005,32:59.5,00:58.8,United States,-117.613484,33.4288345,
kings-brewing-company,Kings Brewing Company,micro,8560 Vineyard Ave Ste 301,Rancho Cucamonga,California,91730-4395,http://www.kingsbrewingco.com,9097273333,32:57.4,58:33.9,United States,-117.6110744,34.1064155,
laguna-beach-beer-co,Laguna Beach Beer Co,micro,29851 Aventura,Rancho Santa Margarita,California,92688-2014,http://www.lagunabeer.com,9492646821,32:57.5,58:42.9,United States,-117.6108194,33.63603528,
orlison-brewing-company,Orlison Brewing Company,micro,12921 West 17th Ave,Airway Heights,Washington,99001,http://www.orlisonbrewing.com,5093896253,34:31.8,37:47.2,United States,-117.5924443,47.6403069,
left-coast-brewing-co,Left Coast Brewing Co.,micro,1245 Puerta del Sol,San Clemente,California,92673-6310,http://www.leftcoastbrewing.com,9493619972,32:57.7,58:53.7,United States,-117.5922336,33.4587307,
john-scott-brewing-co,John Scott Brewing Co.,planning,,Trabuco Canyon,California,92679-5145,,7144702055,32:57.1,58:08.5,United States,-117.58938,33.6626232,
brewery-in-planning-rancho-cucamonga,Brewery in Planning - Rancho Cucamonga,planning,,Rancho Cucamonga,California,91737-2461,,9094766934,32:53.2,26:06.0,United States,-117.5751735,34.1033192,
storytellers-brewery-and-meet-house-llc,"Storytellers Brewery and Meet House, LLC",planning,,Corona,California,92880-1798,http://www.storytellersbrewery.com,9092475710,33:01.5,03:15.8,United States,-117.5664449,33.8752945,
main-street-brewery,Main Street Brewery,brewpub,493 N Main St,Corona,California,92880-2042,http://www.mainstreetbrewery.com,9513711471,32:58.1,59:23.4,United States,-117.5636924,33.8925168,
sons-of-liberty-aleworks,Sons of Liberty Aleworks,micro,1780 Town and Country Dr Ste 101,Norco,California,92860-3618,http://www.solaleworks.com,9514035122,33:01.1,02:48.7,United States,-117.5597542,33.9277892,
no-clue-craft-brewery,No Clue Craft Brewery,micro,9037 Arrow Rte Ste 170,Rancho Cucamonga,California,91730-4433,http://www.nocluebrew.com,9099892394,32:58.7,00:04.5,United States,-117.5410707,34.0990988,
taps-fish-house-and-brewery-corona,TAPS Fish House and Brewery - Corona,brewpub,2745 Lakeshore Dr,Corona,California,92883-7367,,9512775800,33:01.8,03:38.5,United States,-117.5088541,33.81408315,
stone-church-brewing,Stone Church Brewing,micro,2785 Cabot Dr Ste 160,Corona,California,92883-7388,http://www.stonechurchbrewing.com,3105676582,33:01.5,03:15.3,United States,-117.5046237,33.8131807,
river-city-brewing,River City Brewing,micro,121 S Cedar St,Spokane,Washington,99201-6500,http://www.rivercitybrew.com,9043982299,34:32.4,38:41.6,United States,-117.4323508,47.65605308,
iron-goat-brewing,Iron Goat Brewing,brewpub,1302 W 2nd Ave,Spokane,Washington,99201-4616,http://www.irongoatbrewing.com,5094740722,34:30.5,35:59.1,United States,-117.4312826,47.65452878,
tts-old-iron-brewery,TTs Old Iron Brewery,micro,154 S Madison St,Spokane,Washington,99201-4542,http://www.ttsoldironbrewery.com,,34:33.4,40:21.1,United States,-117.4281651,47.655248,
young-buck-brewing,Young Buck Brewing,micro,154 S Madison St,Spokane,Washington,99201-4542,http://www.youngbuckbrewing.com,5092703306,34:33.9,41:05.9,United States,-117.4281651,47.655248,
whistle-punk-brewing-company,Whistle Punk Brewing Company,micro,122 S Monroe St,Spokane,Washington,99201-4007,http://www.whistlepunkbrewing.com,5093154465,34:33.8,40:53.6,United States,-117.4267386,47.6564232,
bellwether-brewing-co,Bellwether Brewing Co,micro,2019 N Monroe St,Spokane,Washington,99205-4542,http://www.bellwetherbrewing.net,5092808345,34:28.2,32:47.9,United States,-117.4265497,47.67645574,
black-label-brewing-company,Black Label Brewing Company,micro,19 W Main Ave,Spokane,Washington,99201-5124,http://www.blacklabelbrewing.com,5098227436,34:28.3,32:59.1,United States,-117.4114587,47.65900318,
greywolf-brewing,Greywolf Brewing,planning,,Riverside,California,92508-9793,http://www.greywolfbrewing.com,,32:56.0,29:01.0,United States,-117.3961623,33.9533546,
lot-713-craft-brewery,Lot 713 Craft Brewery,planning,,Riverside,California,92506-3208,http://www.lot713.com,,32:58.0,59:13.4,United States,-117.3961623,33.9533546,
the-grain-shed,The Grain Shed,brewpub,1026 E Newark Ave,Spokane,Washington,99202,http://www.thegrainshed.coop,5092413853,34:33.2,39:58.4,United States,-117.3948236,47.64927782,
perry-street-brewing-co,Perry Street Brewing Co.,micro,1025 S Perry St # 2,Spokane,Washington,99202-3464,http://www.perrystreetbrewing.com,5092792820,34:32.0,38:02.4,United States,-117.3898022,47.64605073,
northern-pine-brewing,Northern Pine Brewing,micro,326 N Horne St,Oceanside,California,92054-2810,http://www.northernpinebrewing.com,7607541434,32:58.8,00:08.7,United States,-117.376798,33.199836,
bagby-beer-company,Bagby Beer Company,brewpub,601 S Coast Hwy,Oceanside,California,92054-4120,http://www.bagbybeer.com,7602709075,32:52.0,24:46.6,United States,-117.373847,33.189591,
heroes-restaurant-and-brewery,Heroes Restaurant and Brewery,brewpub,3397 Mission Inn Ave,Riverside,California,92501-3302,http://www.heroesrestaurantandbrewery.com,9512480722,32:56.4,29:22.6,United States,-117.3701143,33.98135954,
